time,sample_time,trial_id,rep,joint_index,joint_name,effort_mag,direction,test_effort,q,q_deg,qdot,qddot,q_start,q_start_deg,q_delta,safe_min_deg,safe_max_deg,gravity_effort,command_effort,lock_joint_index,lock_joint_name,lock_q,lock_q_deg,lock_target,lock_err,stop_reason
1786428895.7620986,0.00021839141845703125,1,1,3,joint_1_4,0.05,1,0.05,-1.5762068474760789,-90.30999999999999,0.05997657992672458,10.30519065556432,-1.5765559133264777,-90.33,0.0003490658503988442,-85.0,85.0,-0.00471319032331047,0.045286809676689535,-1,none,0.0,0.0,0.0,0.0,
1786428895.7675266,0.005646467208862305,1,1,3,joint_1_4,0.05,1,0.05,-1.5762068474760789,-90.30999999999999,0.0,-11.049326177932121,-1.5765559133264777,-90.33,0.0003490658503988442,-85.0,85.0,-0.00471319032331047,0.045286809676689535,-1,none,0.0,0.0,0.0,0.0,
1786428895.7731838,0.01130366325378418,1,1,3,joint_1_4,0.05,1,0.05,-1.5762068474760789,-90.30999999999999,0.0,0.0,-1.5765559133264777,-90.33,0.0003490658503988442,-85.0,85.0,-0.004713514962870119,0.045286485037129884,-1,none,0.0,0.0,0.0,0.0,
1786428895.7785673,0.01668715476989746,1,1,3,joint_1_4,0.05,1,0.05,-1.5762068474760789,-90.30999999999999,0.0,0.0,-1.5765559133264777,-90.33,0.0003490658503988442,-85.0,85.0,-0.004713514962870119,0.045286485037129884,-1,none,0.0,0.0,0.0,0.0,
1786428895.7841365,0.02225637435913086,1,1,3,joint_1_4,0.05,1,0.05,-1.5762068474760789,-90.30999999999999,0.0,0.0,-1.5765559133264777,-90.33,0.0003490658503988442,-85.0,85.0,-0.004714000845333168,0.045285999154666835,-1,none,0.0,0.0,0.0,0.0,
1786428895.789528,0.027647733688354492,1,1,3,joint_1_4,0.05,1,0.05,-1.5762068474760789,-90.30999999999999,0.0,0.0,-1.5765559133264777,-90.33,0.0003490658503988442,-85.0,85.0,-0.004714000845333168,0.045285999154666835,-1,none,0.0,0.0,0.0,0.0,
1786428895.7952192,0.03333902359008789,1,1,3,joint_1_4,0.05,1,0.05,-1.5762068474760789,-90.30999999999999,0.0,0.0,-1.5765559133264777,-90.33,0.0003490658503988442,-85.0,85.0,-0.004714000845333168,0.045285999154666835,-1,none,0.0,0.0,0.0,0.0,
1786428895.8006074,0.0387272834777832,1,1,3,joint_1_4,0.05,1,0.05,-1.5762068474760789,-90.30999999999999,0.0,0.0,-1.5765559133264777,-90.33,0.0003490658503988442,-85.0,85.0,-0.004714000845333168,0.045285999154666835,-1,none,0.0,0.0,0.0,0.0,
1786428895.8061752,0.04429507255554199,1,1,3,joint_1_4,0.05,1,0.05,-1.5762068474760789,-90.30999999999999,0.0,0.0,-1.5765559133264777,-90.33,0.0003490658503988442,-85.0,85.0,-0.00471432404900003,0.04528567595099997,-1,none,0.0,0.0,0.0,0.0,
1786428895.8115506,0.04967045783996582,1,1,3,joint_1_4,0.05,1,0.05,-1.5762068474760789,-90.30999999999999,0.0,0.0,-1.5765559133264777,-90.33,0.0003490658503988442,-85.0,85.0,-0.00471432404900003,0.04528567595099997,-1,none,0.0,0.0,0.0,0.0,
1786428895.8171844,0.05530428886413574,1,1,3,joint_1_4,0.05,1,0.05,-1.5762068474760789,-90.30999999999999,0.0,0.0,-1.5765559133264777,-90.33,0.0003490658503988442,-85.0,85.0,-0.00471432404900003,0.04528567595099997,-1,none,0.0,0.0,0.0,0.0,
1786428895.8226347,0.06075453758239746,1,1,3,joint_1_4,0.05,1,0.05,-1.5762068474760789,-90.30999999999999,0.0,0.0,-1.5765559133264777,-90.33,0.0003490658503988442,-85.0,85.0,-0.00471432404900003,0.04528567595099997,-1,none,0.0,0.0,0.0,0.0,
1786428895.8282166,0.06633639335632324,1,1,3,joint_1_4,0.05,1,0.05,-1.57585778162568,-90.28999999999999,0.06253580610760609,11.203407726822,-1.5765559133264777,-90.33,0.0006981317007976884,-85.0,85.0,-0.004714646333946288,0.04528535366605371,-1,none,0.0,0.0,0.0,0.0,
1786428895.8336933,0.07181310653686523,1,1,3,joint_1_4,0.05,1,0.05,-1.57585778162568,-90.28999999999999,0.0,-11.418492085688767,-1.5765559133264777,-90.33,0.0006981317007976884,-85.0,85.0,-0.004714646333946288,0.04528535366605371,-1,none,0.0,0.0,0.0,0.0,
1786428895.8393724,0.07749223709106445,1,1,3,joint_1_4,0.05,1,0.05,-1.57585778162568,-90.28999999999999,0.0,0.0,-1.5765559133264777,-90.33,0.0006981317007976884,-85.0,85.0,-0.0047149683890093655,0.045285031610990636,-1,none,0.0,0.0,0.0,0.0,
1786428895.8447556,0.08287549018859863,1,1,3,joint_1_4,0.05,1,0.05,-1.57585778162568,-90.28999999999999,0.0,0.0,-1.5765559133264777,-90.33,0.0006981317007976884,-85.0,85.0,-0.0047149683890093655,0.045285031610990636,-1,none,0.0,0.0,0.0,0.0,
1786428895.850453,0.08857274055480957,1,1,3,joint_1_4,0.05,1,0.05,-1.574636051149284,-90.22,0.21444212521214673,37.63958250526481,-1.5765559133264777,-90.33,0.001919862177193643,-85.0,85.0,-0.004716089852219022,0.04528391014778098,-1,none,0.0,0.0,0.0,0.0,
1786428895.8559167,0.09403657913208008,1,1,3,joint_1_4,0.05,1,0.05,-1.574636051149284,-90.22,0.0,-39.2475220816777,-1.5765559133264777,-90.33,0.001919862177193643,-85.0,85.0,-0.004716089852219022,0.04528391014778098,-1,none,0.0,0.0,0.0,0.0,
